num,x,y,alt,x,y,z,qx,qy,qz,qw
24,746434.7013982804,2549745.16332401,0,-1.056167483329773,0.6954237818717957,12.722896575927734,-0.03018394618855612,-0.009923811990050348,0.018497099803118568,0.999323923783948
25,746434.720730562,2549744.6207306213,0,-1.0902789831161501,0.7250056862831116,13.242265701293945,-0.03001334174516745,-0.007207819004034628,0.018360911291714355,0.9993548536926364
26,746434.720730562,2549744.6207306213,0,-1.1028997898101809,0.7307553887367249,13.35248565673828,-0.02997483040294823,-0.006988732440531111,0.01836338340038319,0.9993575202655351
27,746434.7501887584,2549744.0893824943,0,-1.1187307834625244,0.7541574835777283,13.76254940032959,-0.029881052532212637,-0.006666793614682064,0.01835649857150127,0.9993626546567872
28,746434.8006352899,2549743.5362177966,0,-1.1297277212142944,0.7877492904663086,14.310818672180176,-0.029921157705512538,-0.005065562022845554,0.01824026256483216,0.9993729820364968
29,746434.8516342059,2549742.9498227793,0,-1.1284259557724,0.8242164254188538,14.90184211730957,-0.03002857148717392,-0.004463968616039274,0.018029538727770158,0.9993764524001446
30,746434.8820130382,2549742.363090788,0,-1.205838918685913,0.8534988760948181,15.422894477844238,-0.030078420991164607,-0.0015035530166373867,0.01791049860445908,0.999385932439888
31,746434.9123918726,2549741.7763587963,0,-1.227860689163208,0.8911730647087097,16.04402732849121,-0.030124493891157813,0.002788514684799716,0.017953841654844236,0.999381007736032
32,746434.9427707039,2549741.1896268046,0,-1.2469159364700315,0.930263102054596,16.681808471679688,-0.03009667332575773,0.0011959995354824588,0.017934130763753633,0.9993853745145472
33,746434.9834595765,2549740.6030633007,0,-1.2660404443740845,0.966287076473236,17.260738372802734,-0.030187114430608893,0.0005219357147222754,0.017699270449799312,0.99938741313417
34,746435.0451367961,2549739.9946832284,0,-1.226831078529358,1.0038918256759644,17.826547622680664,-0.03039950997734305,1.4257219774888766e-05,0.017339711687617217,0.9993874143636488
35,746435.1066298852,2549739.3973799273,0,-1.1871529817581177,1.0411174297332764,18.364490509033203,-0.030671073185715023,0.0005028001042962673,0.016781977634455738,0.9993885118853271
36,746435.147318763,2549738.810816425,0,-1.1606130599975586,1.0836713314056396,18.94827461242676,-0.030859524664614193,0.0008905144507544618,0.01615811926568661,0.9993927215580884
37,746435.1981335573,2549738.235498183,0,-1.2141467332839966,1.121586561203003,19.514934539794922,-0.030951952371958618,1.1934522236251164e-05,0.015491145615788047,0.9994008209469522
38,746435.2288806469,2549737.626612646,0,-1.276865839958191,1.1627763509750366,20.1386661529541,-0.0310282964586969,0.0020659967140558657,0.01484995486356126,0.9994060512709532
39,746435.2596277334,2549737.0177271115,0,-1.3430883884429932,1.204937219619751,20.805835723876953,-0.03102881400514218,0.0025705190471219234,0.014389271949102575,0.9994116038880264
40,746435.3003166093,2549736.431163609,0,-1.3876127004623413,1.2459802627563477,21.44865608215332,-0.030926401413338307,0.0041372636439050495,0.013904286724234305,0.9994163854749692
41,746435.3411896157,2549735.8335233345,0,-1.4254394769668581,1.2842378616333008,22.028440475463867,-0.03082440627047332,0.005820338755039771,0.013532656076117049,0.9994162530469348
42,746435.3715684495,2549735.2467913446,0,-1.4082038402557373,1.3263607025146484,22.660985946655273,-0.030662731476086932,0.005769240084953932,0.013292867924722286,0.9994247407532012
43,746435.3918213589,2549734.6488140956,0,-1.369323968887329,1.3656874895095823,23.24223518371582,-0.030495695599103718,0.004780566532359311,0.013149032990805764,0.9994369723324044
44,746435.4328784919,2549734.040097049,0,-1.4188987016677856,1.4071043729782104,23.88561248779297,-0.03048815709056122,0.005257156148995746,0.012995302523099463,0.9994368197634004
45,746435.4739356213,2549733.431380002,0,-1.4239368438720703,1.4441931247711182,24.433778762817386,-0.03060157019060449,0.0036519462121827263,0.012988704606860885,0.9994405939040942
46,746435.4927155159,2549732.922016936,0,-1.4364051818847656,1.4788082838058472,24.95352935791016,-0.030694138751802606,0.0020990281357232852,0.013074244080759051,0.9994411078542282
47,746435.4811176404,2549732.37891809,0,-1.421090841293335,1.508685827255249,25.38838195800781,-0.030755489250399767,0.0004943914917725818,0.013096610513670032,0.9994410108911254
48,746435.4998975282,2549731.869555024,0,-1.4064351320266724,1.545392632484436,25.92371368408203,-0.030792118738629658,-0.0005994192893301706,0.012887561618982128,0.9994425430586886
49,746435.4785419822,2549731.2930573723,0,-1.425093412399292,1.5740034580230713,26.36702537536621,-0.030860965428319505,-0.004024921563179127,0.012861765524938666,0.9994328270608404
50,746435.4873800718,2549730.761372274,0,-1.4055624008178709,1.6075531244277954,26.86346244812012,-0.0309947216974187,-0.006099692345400217,0.013054208036231498,0.9994156836035434
51,746435.5440879735,2549729.2111295345,0,-1.4960694313049316,1.692302942276001,28.22519874572754,-0.03145195811815117,-0.011931757615103905,0.013204708191577435,0.9993468082564352
52,746435.5950869008,2549728.6247345232,0,-1.532387614250183,1.7354090213775637,28.87836456298828,-0.031828458513618874,-0.011923148498567637,0.013223982387134821,0.9993347357359058
53,746435.6260181043,2549728.0047722193,0,-1.5847651958465576,1.7771614789962769,29.492544174194336,-0.032205159985171684,-0.014101302616573318,0.013160546743251395,0.999295142059774
54,746435.5934318455,2549727.4834899465,0,-1.567983865737915,1.811575412750244,29.983455657958984,-0.0325397217094682,-0.016609300202871772,0.013172607573526823,0.9992456054782304
55,746435.6035588109,2549726.8742674408,0,-1.5614031553268433,1.8526842594146729,30.57719993591309,-0.03294243735679555,-0.016592689952408184,0.013110353428352088,0.9992335047896066
56,746435.6652360433,2549726.2658873713,0,-1.5971550941467283,1.8969932794570925,31.22573089599609,-0.0332315607875224,-0.01677488187150717,0.012949637063328672,0.9992229849266632
57,746435.6959831105,2549725.65700184,0,-1.6366262435913086,1.9399313926696775,31.86222076416016,-0.03338733104600202,-0.020774714786163325,0.012934763294676148,0.9991428272522848
58,746435.6840169546,2549725.1360565424,0,-1.6234301328659058,1.9703115224838257,32.30420684814453,-0.03353534450793914,-0.02299432694302798,0.012961633768324621,0.9990889037754482
59,746435.6720507902,2549724.615111246,0,-1.6514506340026855,2.0047769546508794,32.816665649414055,-0.03380299968193525,-0.023875054683263317,0.013124217851745359,0.9990571024131474
60,746435.6720518192,2549723.9946434814,0,-1.6615102291107178,2.0481858253479004,33.431346893310554,-0.034247149780893174,-0.02548576666780626,0.013424054733113764,0.9989981997900506
61,746435.6506962266,2549723.418145835,0,-1.669098734855652,2.0827629566192627,33.91980361938477,-0.03471166131625153,-0.026215732585653517,0.01341784190397341,0.9989633614163752
62,746435.6488559812,2549722.9084457997,0,-1.6961281299591064,2.116619110107422,34.39944839477539,-0.03498286243796616,-0.02658679961821792,0.013408881519270995,0.9989442143173508
63,746435.6987501453,2549722.3885114267,0,-1.7497310638427734,2.1569273471832275,34.989501953125,-0.034958065720002776,-0.025949839456319547,0.013532190940616048,0.99896016901659
64,746435.7188188947,2549721.801610956,0,-1.766181707382202,2.199957132339477,35.6048698425293,-0.035026980062586734,-0.02525278652198611,0.013667675500104521,0.998973774474082
65,746435.6878897399,2549721.1806377326,0,-1.801734447479248,2.2365143299102783,36.09588241577149,-0.035371794775703784,-0.02635027555976175,0.01395547818420044,0.998929298669791
66,746435.688074874,2549720.549093197,0,-1.844401836395264,2.279071092605591,36.69843292236328,-0.03602069007375091,-0.025467591298689262,0.014132911562504787,0.9989265100550792
67,746435.6562250796,2549719.9835038385,0,-1.8799469470977783,2.3310859203338623,37.448707580566406,-0.03629706968090466,-0.02686230140846449,0.013825588829531192,0.9988842738721724
68,746435.634869464,2549719.4070061953,0,-1.926328420639038,2.409440517425537,38.04053497314453,-0.03560451702749915,-0.02748013942879876,0.011260025891178495,0.9989246078264076
69,746435.6556747042,2549718.7757986356,0,-1.956128478050232,2.497845411300659,38.50603866577149,-0.034469513295167044,-0.028056018658136683,0.007705214863873545,0.9989821530608792
70,746435.6451815149,2549718.1662391615,0,-2.0235726833343506,2.596707582473755,39.13492202758789,-0.03332021455816386,-0.03396197589491245,0.004341052036837286,0.9988580994126868
71,746435.6856862408,2549717.5907524396,0,-2.015444278717041,2.688286304473877,39.820404052734375,-0.032255706958825285,-0.03949036333966813,0.0016046535075568634,0.9986979051039448
72,746435.6950766626,2549717.0258370293,0,-2.099128246307373,2.743927240371704,40.42602157592773,-0.03181209282157483,-0.0428122365934563,0.000509148266971576,0.9985764086519466
73,746435.6851358463,2549716.383047239,0,-2.143249273300171,2.7860026359558105,40.90521240234375,-0.03163293321480206,-0.043834410931423484,-0.00013415652921308142,0.9985378730706956
74,746435.7236161679,2549715.3089372586,0,-2.2987961769104004,2.894148588180542,42.222652435302734,-0.03153256274470126,-0.04521034465567078,-0.0018124869357682126,0.9984780604069248
75,746435.7101779295,2549714.2561383927,0,-2.418177604675293,2.9617390632629395,43.065040588378906,-0.03145488368679502,-0.03928844206708334,-0.0031879620031913074,0.9987276132712352
76,746435.7101779295,2549714.2561383927,0,-2.4319896697998047,2.969865560531616,43.163482666015625,-0.03143098505700849,-0.03904696404978805,-0.0033304447299748238,0.9987373708411744
77,746435.6886381519,2549713.690717526,0,-2.456090211868286,2.995683431625366,43.48727035522461,-0.031389418180348586,-0.040819227445246464,-0.003606504393793458,0.998666855474402
78,746435.7902667434,2549713.160548815,0,-2.5854666233062744,3.067156791687012,44.41984176635742,-0.031509610029953526,-0.043199719387490385,-0.0041945592506095215,0.9985606313055284
79,746435.7897153408,2549712.5733113764,0,-2.6325042247772217,3.091671228408813,45.07722854614258,-0.03311937681158879,-0.04587510340556432,-0.004611965717231554,0.9983873554584732
80,746435.809784059,2549711.9864109107,0,-2.7300028800964355,3.1193342208862305,45.71692276000977,-0.03502071455426636,-0.04503010738929455,-0.004832112482128696,0.9983598998705714
81,746435.8092326515,2549711.399173473,0,-2.87949538230896,3.1402254104614262,46.403114318847656,-0.03670336096656838,-0.04437659297965628,-0.004226636826127821,0.9983314664130424
82,746435.8289331151,2549710.834426554,0,-2.920672416687012,3.084837913513184,47.1080207824707,-0.03440054360255688,-0.050612298833505584,-0.006964512882397021,0.9981014444268416
83,746435.8381393892,2549710.2805879205,0,-3.0246367454528813,3.036149263381958,47.865684509277344,-0.031894033097302384,-0.05162594215155723,-0.00806862290131418,0.9981244562048508
84,746435.8477139123,2549709.7045957427,0,-3.1378269195556636,2.98462176322937,48.5536994934082,-0.030078369642790464,-0.05020691032382965,-0.007878084388138595,0.9982547238163916
85,746435.857104308,2549709.1396803367,0,-3.283827781677246,2.9521586894989014,49.303489685058594,-0.028771206422648174,-0.048509313533515085,-0.007250854428446907,0.9983819355795406
86,746435.8663105762,2549708.585841705,0,-3.3646557331085205,2.91860294342041,49.9767074584961,-0.028338749335141963,-0.04764642434580186,-0.006222564932883944,0.9984427941644106
87,746435.875148592,2549708.054156618,0,-3.4643888473510738,2.8840515613555913,50.62999725341797,-0.02846291564435278,-0.04764969639280486,-0.004945366193368606,0.9984462490389302
88,746435.894112547,2549707.5337167922,0,-3.5668630599975586,2.8504180908203125,51.28974914550781,-0.029169386115586574,-0.04892606422933282,-0.003277125510045765,0.9983709969751016
89,746435.8922722428,2549707.024016764,0,-3.6624889373779297,2.82293438911438,52.04022598266602,-0.030019761515994562,-0.04575864492455057,-0.0013171665513435852,0.9985004884352674
90,746435.9121568212,2549706.4481930733,0,-3.754310131072998,2.788031816482544,52.84158706665039,-0.031308368636121735,-0.04206078180562835,0.001443461169887664,0.9986233489695177
91,746435.921547206,2549705.883277671,0,-3.863929271697998,2.7519772052764893,53.60089874267578,-0.03255037036874167,-0.040571046652430366,0.004384568893881549,0.9986366902522652
92,746435.9307534636,2549705.3294390403,0,-3.9571928977966313,2.717916488647461,54.33369827270508,-0.033676746976689965,-0.04059758349041348,0.007537655876735102,0.9985794393395504
93,746435.9395914694,2549704.7977539552,0,-4.044824123382568,2.7058751583099365,55.21012496948242,-0.03436106326933856,-0.03798570639239225,0.010288028408264526,0.9986343474527312
94,746435.9585554152,2549704.27731413,0,-4.1578454971313485,2.6964006423950195,56.07745742797852,-0.03512622490215677,-0.035453059102283586,0.013228455643346182,0.9986662289702728
95,746435.9869097401,2549703.1919589015,0,-4.392620086669922,2.6801979541778564,57.71046829223633,-0.03784925790291746,-0.03583661649726394,0.01957707658090884,0.9984487511468836
96,746435.9957477396,2549702.6602738174,0,-4.527788162231445,2.681035041809082,58.68745040893555,-0.03969544905012251,-0.03973971105539283,0.022997428433747902,0.9981563730074449
97,746436.0145275559,2549702.1509107663,0,-4.645872116088867,2.685206174850464,59.65087509155274,-0.041968596078477256,-0.041095766756039084,0.02571665373081317,0.9979420968266768
98,746436.0229973024,2549701.6413792274,0,-4.761112689971924,2.699037313461304,60.67312622070313,-0.044304155862677455,-0.04129749418157844,0.0285391396637862,0.9977560705176736
99,746436.0316511721,2549701.1207709163,0,-4.8893141746521,2.718740224838257,61.71529769897461,-0.046306768593446665,-0.04120992580775671,0.03145014617696329,0.9975812315309464
100,746436.0410415396,2549700.5558555154,0,-5.036048889160156,2.734635353088379,62.78456497192383,-0.0481073360723946,-0.044773272630126836,0.03492834562499676,0.9972266788177636
101,746436.049695406,2549700.0352472058,0,-5.207246780395508,2.7719900608062744,63.90066528320313,-0.04949370560612845,-0.0468525526505376,0.03757132958864759,0.9969672043795842
102,746436.0583492706,2549699.5146388947,0,-5.349992752075195,2.8437063694000244,65.10014343261719,-0.05071666917492477,-0.05066621126443485,0.03961142984692745,0.9966402004381474
103,746436.0671872584,2549698.9829538134,0,-5.52469539642334,2.9525177478790283,66.51076507568361,-0.051681541211557255,-0.054723640792546165,0.040807089072004726,0.9963278190022982
104,746436.0274190556,2549699.514133438,0,-6.72079610824585,3.8142273426055913,75.76290130615234,-0.05146197077482484,-0.045593710486099656,0.03777922962742306,0.9969180552767812
105,746435.9541447135,2549698.9589469247,0,-6.881279945373535,4.118845462799071,78.25770568847656,-0.04946600222623498,-0.028694173086847945,0.02412790344400533,0.9980719429630376
106,746435.9025952572,2549698.337636747,0,-6.9624571800231925,4.266970157623291,79.61405181884766,-0.04575946244667144,-0.02858441947087308,0.010900131819394756,0.9984839456327902
107,746435.8856584989,2549697.495296578,0,-7.026769161224365,4.392125606536865,81.02314758300781,-0.04402004402481546,-0.02214190094786548,0.0027332757592729174,0.9987815082139296
108,746435.9051747976,2549696.941626439,0,-7.33261251449585,4.998350620269775,86.69173431396484,-0.055872151214682815,-0.021191508367837654,-0.010274765564355172,0.9981601333875928
109,746435.9348179327,2549695.7787338113,0,-7.428816795349121,5.499650478363037,90.89695739746094,-0.06807684091036464,-0.016668381524378932,-0.008957227310141523,0.9975006149712072
110,746435.9567278426,2549695.0810656296,0,-7.411001205444336,5.6976356506347665,92.34127807617188,-0.07093750362623785,-0.01958634131993636,-0.008768014009963571,0.9972499023531152
111,746435.9773488804,2549694.4609348564,0,-7.460026741027832,5.870337963104247,93.56295013427734,-0.0724563771247649,-0.020198949102844685,-0.00867580151812495,0.997129282659532
112,746435.9860027215,2549693.9403265496,0,-7.498933792114258,5.914341926574707,93.86399841308594,-0.0726714663950993,-0.02009211495527677,-0.008639860484176918,0.9971161004112932
113,746435.9845306078,2549693.4084729855,0,-7.572049617767334,6.076187133789063,94.98385620117188,-0.07339109544011757,-0.02105451302072293,-0.008472783934868682,0.9970449671524112
114,746436.0152775913,2549692.7995874705,0,-7.589761257171631,6.117057800292969,95.26321411132812,-0.07353799700908999,-0.020861091479743733,-0.008489470480426605,0.9970380668505726
115,746436.0259567931,2549692.157134667,0,-7.683637619018555,6.2790303230285645,96.36968994140624,-0.0741150663537073,-0.02101966445502367,-0.008509798337263789,0.9969918324529258
116,746436.0473143165,2549691.492696805,0,-7.714313983917236,6.319019317626952,96.64046478271484,-0.07423082759574243,-0.02038490109056668,-0.008557000297587198,0.9969959968765604
117,746436.0660941023,2549690.983333758,0,-7.8202476501464835,6.460115909576416,97.596435546875,-0.0747310859984774,-0.01936556232033717,-0.008656888655570094,0.996978083039096
118,746436.0452906941,2549690.3736058166,0,-7.86502742767334,6.500056743621826,97.8623504638672,-0.07489722948102871,-0.01869395885031949,-0.008801424403229417,0.9969771691704092
119,746436.0335084866,2549689.8415837684,0,-7.907182693481445,6.566047668457031,98.3092041015625,-0.0751433687831777,-0.019121709424314026,-0.008820072658789447,0.9969503702165424
120,746436.0421623122,2549689.3209754643,0,-7.930845260620117,6.7321534156799325,99.42293548583984,-0.07578770811287537,-0.022203975670694383,-0.008565555154563347,0.9968399259802484
121,746436.040874306,2549688.77804513,0,-8.03336238861084,6.873901844024657,100.35823059082031,-0.07592483106034187,-0.02137304773294706,-0.00856237873939607,0.9968476807062284
122,746436.0497122516,2549688.246360053,0,-8.066601753234862,6.912026405334473,100.60549926757812,-0.07597620520291287,-0.021096136974368098,-0.008574745313253007,0.9968495588555658
123,746436.0486083607,2549687.6923529473,0,-8.111588478088379,6.996485233306885,101.16311645507812,-0.07607932935720947,-0.019242412221254303,-0.008754167424246222,0.9968776403195996
124,746436.0679405092,2549687.149759585,0,-8.210886001586914,7.121507167816162,101.98116302490234,-0.076246201546524,-0.01844452026831295,-0.00871647132397195,0.99688030352167
125,746436.0981351059,2549686.57410439,0,-8.297125816345215,7.2718987464904785,102.95382690429688,-0.07650360236957943,-0.015691654500607624,-0.00895431248356554,0.9969056079145394
126,746436.1084460348,2549685.953805136,0,-8.371552467346191,7.333308219909668,103.344970703125,-0.07652901679749982,-0.016148568336147282,-0.008874566534383779,0.9968970736227124
127,746436.1075262601,2549685.388721259,0,-8.375324249267576,7.416767120361327,103.88670349121094,-0.07654762449994093,-0.015968494664343854,-0.008887275329663344,0.9968984324888798
128,746436.106790609,2549684.81256061,0,-8.399497032165527,7.499655246734619,104.41516876220705,-0.0764654426796196,-0.014380804905507763,-0.009022022205042194,0.99692769629568
129,746436.106790609,2549684.81256061,0,-8.410605430603027,7.516993522644043,104.52482604980469,-0.07643305701117463,-0.014017067599314436,-0.009040210421349023,0.9969351955906566
130,746436.1077120631,2549684.1367090093,0,-8.395318984985353,7.557313442230225,104.78960418701172,-0.07640688062378002,-0.014644056882411669,-0.008974783072748191,0.9969287805355832
131,746436.0968504467,2549683.5493031037,0,-8.421985626220701,7.673611164093018,105.533935546875,-0.07636776634004099,-0.011977647568354186,-0.009143345250445144,0.9969658466871332
132,746436.0880141816,2549682.8400527015,0,-8.459362983703612,7.737757682800293,105.93319702148438,-0.07635911767289201,-0.011583885973431943,-0.00921426427639772,0.9969705091264316
133,746436.0872785159,2549682.2638920546,0,-8.477144241333008,7.796224117279053,106.3078384399414,-0.07639749642992077,-0.011997738206342696,-0.009148493941071936,0.996963280104028
134,746436.0754962687,2549681.7318700133,0,-8.474563598632812,7.8992857933044425,106.96917724609376,-0.07655482183097531,-0.012455451456650826,-0.009269179320158609,0.9969444835587232
135,746436.0865436681,2549681.067263672,0,-8.479884147644043,7.922026634216309,107.1128387451172,-0.07660467756069579,-0.012504727223967355,-0.009262782223849526,0.9969400965145048
136,746436.0865436681,2549681.067263672,0,-8.47005558013916,7.937141895294189,107.21129608154295,-0.07664301169035988,-0.012742332100185504,-0.009234981868073856,0.9969343994674756
137,746436.0966704483,2549680.458041193,0,-8.487337112426758,7.9767985343933105,107.46027374267578,-0.07674531700382682,-0.012793549013735722,-0.009239926984506585,0.9969258273166246
138,746436.0961188946,2549679.8708037757,0,-8.453241348266603,8.099161148071289,108.24146270751952,-0.07754173525043466,-0.013933031788436957,-0.00915110455247125,0.9968497415383142
139,746436.0764201502,2549679.194615209,0,-8.445079803466799,8.118496894836426,108.3666763305664,-0.07775371142818717,-0.014483931055774791,-0.00912805308527822,0.9968255889307748
140,746436.0642696442,2549678.6847467134,0,-8.459541320800781,8.160407066345215,108.62648010253906,-0.07816073474304873,-0.013320824720489935,-0.009244822334911595,0.9968089026654949
141,746436.05211913,2549678.174878218,0,-8.458227157592772,8.244812965393066,109.14618682861328,-0.07909433116648315,-0.013552578315688952,-0.009269105439668222,0.9967319088313928
142,746436.0620617731,2549677.576732513,0,-8.503456115722656,8.328459739685059,109.65841674804688,-0.08013871044901343,-0.013490039366491423,-0.009231035352726406,0.996649684649414
143,746436.0712679222,2549677.022893899,0,-8.538044929504395,8.417119979858397,110.19078063964844,-0.08089189670029215,-0.012666476274090704,-0.009255611425752616,0.9965994155547968
144,746436.0826835446,2549676.336134016,0,-8.559340476989746,8.524248123168945,110.81551361083984,-0.08122416825327304,-0.012605043797085635,-0.008879391569204257,0.9965765920228101
145,746436.1136146059,2549675.7161717378,0,-8.55949878692627,8.591954231262207,111.22867584228516,-0.0812670582259932,-0.013215687280585822,-0.00872982348000343,0.9965665060792492
146,746436.1237413636,2549675.1069492633,0,-8.576930046081543,8.705530166625978,111.89208221435548,-0.08128432365081628,-0.012890885018122172,-0.008708600573601571,0.9965695380093296
147,746436.0915230222,2549674.5635134834,0,-8.578051567077638,8.774430274963379,112.30026245117188,-0.08138232569806511,-0.012740866844315277,-0.00846142185402849,0.9965655983006024
148,746436.0604094174,2549673.9536170717,0,-8.61221981048584,8.854498863220215,112.8460922241211,-0.08139338124448174,-0.011063898046651238,-0.008360618155741916,0.9965855747067872
149,746436.0832398485,2549673.200565043,0,-8.627322196960451,8.954927444458008,113.55673217773438,-0.08076336061436952,-0.012336584412261029,-0.009496775568829168,0.9966117095043124
150,746436.1270587048,2549672.425696438,0,-8.638418197631836,8.994998931884766,113.83514404296876,-0.08043331292616171,-0.012971467958612736,-0.009943430538731124,0.9966259836969144
151,746436.1458384388,2549671.9163333997,0,-8.634647369384767,9.081684112548828,114.42294311523438,-0.07974622306940049,-0.017097401637130343,-0.010823382484737314,0.9966097898149572
152,746436.1561493038,2549671.2960341536,0,-8.697685241699219,9.16744327545166,114.99190521240234,-0.07897171270214964,-0.017696791561983782,-0.011888795183070693,0.9966488592831458
153,746436.1964698302,2549670.7316242224,0,-8.735261917114258,9.208138465881348,115.25682830810548,-0.07864988831168836,-0.017873083221357656,-0.012264406240258178,0.9966666104090652
154,746436.2275849961,2549670.1005851743,0,-8.760852813720701,9.303956985473633,115.957275390625,-0.07577994032366503,-0.02130618381660476,-0.013045418033442151,0.9968115490121728
155,746436.2402894485,2549669.3362878915,0,-8.823695182800293,9.34255313873291,116.50975036621094,-0.07188660338187428,-0.023997228633892084,-0.012531316906530416,0.9970453426844228
156,746436.2384489896,2549668.8265878856,0,-8.837787628173828,9.37273406982422,116.92171478271484,-0.06927577188004573,-0.025705638303436425,-0.012206560146837495,0.9971916001848484
157,746436.2483915997,2549668.228442186,0,-8.920536041259766,9.451030731201172,117.6403579711914,-0.06621415852234933,-0.024508976055280976,-0.009603347749905844,0.9974581550199956
158,746436.2715902578,2549667.4532366158,0,-8.9727201461792,9.491543769836426,118.04199981689452,-0.06426103273700448,-0.025506150586540058,-0.007765187155406314,0.9975768931878244
159,746436.291290592,2549666.8884897185,0,-9.021119117736816,9.56141757965088,118.76358032226562,-0.06163883199081108,-0.02868139366304486,-0.004927174520936912,0.9976741727636304
160,746436.2898183662,2549666.356636169,0,-9.085627555847168,9.627135276794434,119.44861602783205,-0.05974653831495377,-0.027473188120121308,-0.0030738798286541564,0.99783071026938
161,746436.2887143849,2549665.802629076,0,-9.175840377807617,9.700932502746582,120.1577606201172,-0.05951917255341167,-0.02672692392671993,0.0008503516778482857,0.9978689375554268
162,746436.2977363729,2549665.259867239,0,-9.240107536315918,9.776190757751463,120.9040756225586,-0.0599288815868526,-0.018815381404624614,0.004143474821101118,0.9980167043645884
163,746436.3165160873,2549664.750504203,0,-9.315129280090332,9.838032722473145,121.53681182861328,-0.06033838435484015,-0.013708846569174484,0.007073595420208951,0.9980587713892513
164,746436.325169828,2549664.2298959126,0,-9.346060752868652,9.90461540222168,122.1838836669922,-0.060903724948576224,-0.013964128960457782,0.009688182298673407,0.9979989371304518
